,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities,average price,market price,foil price
463,Glorious Charge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190196&type=card,Magic 2010 (Common),"['1', 'White']",2,Instant,Creatures you control get +1/+1 until end of turn.,"AVERAGE
$0.19","MARKET
$0.13","FOIL
$0.30"
464,Glorious Charge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265720&type=card,Magic 2013 (Common),"['1', 'White']",2,Instant,Creatures you control get +1/+1 until end of turn.,"AVERAGE
$5.05","MARKET
$5.23","FOIL
$10.03"
465,Glorious Charge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265720&type=card,Magic 2013 (Common),"['1', 'White']",2,Instant,Creatures you control get +1/+1 until end of turn.,"AVERAGE
$0.19","MARKET
$0.13","FOIL
$0.30"
466,Goblin Artillery,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191092&type=card,Magic 2010 (Uncommon),"['1', 'Red', 'Red']",3,Creature — Goblin Warrior (1/3),: Goblin Artillery deals 2 damage to any target and 3 damage to you.,"AVERAGE
$0.24","MARKET
$0.07","FOIL
$0.40"
467,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190558&type=card,Magic 2010 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$0.24","MARKET
$0.07","FOIL
$0.40"
468,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190558&type=card,Magic 2010 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
469,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190558&type=card,Magic 2010 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
470,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205096&type=card,Magic 2011 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$0.24","MARKET
$0.07","FOIL
$0.40"
471,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205096&type=card,Magic 2011 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
472,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205096&type=card,Magic 2011 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
473,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221201&type=card,Magic 2012 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$0.24","MARKET
$0.07","FOIL
$0.40"
474,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221201&type=card,Magic 2012 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
475,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221201&type=card,Magic 2012 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste.","AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
476,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191074&type=card,Magic 2010 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
477,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191074&type=card,Magic 2010 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
478,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191074&type=card,Magic 2010 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
479,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205052&type=card,Magic 2011 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
480,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205052&type=card,Magic 2011 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
481,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205052&type=card,Magic 2011 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
482,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221199&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$3.29","MARKET
$2.91","FOIL
$7.36"
483,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221199&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
484,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221199&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
485,Gorgon Flail,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191597&type=card,Magic 2010 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature gets +1/+1 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy that creature.)
Equip (: Attach to target creature you control. Equip only as a sorcery.)","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.26"
486,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190570&type=card,Magic 2010 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$2.19","MARKET
$2.19","FOIL
$7.88"
487,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190570&type=card,Magic 2010 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
488,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190570&type=card,Magic 2010 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
489,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207102&type=card,Magic 2011 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$2.19","MARKET
$2.19","FOIL
$7.88"
490,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207102&type=card,Magic 2011 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
491,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207102&type=card,Magic 2011 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
492,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221526&type=card,Magic 2012 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$2.19","MARKET
$2.19","FOIL
$7.88"
493,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221526&type=card,Magic 2012 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
494,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221526&type=card,Magic 2012 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
495,Great Sable Stag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193759&type=card,Magic 2010 (Rare),"['1', 'Green', 'Green']",3,Creature — Elk (3/3),"This spell can't be countered.
Protection from blue and from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything blue or black.)","AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.45"
496,Griffin Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190170&type=card,Magic 2010 (Common),"['2', 'White']",3,Creature — Griffin (1/3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)","AVERAGE
$0.64","MARKET
$0.50","FOIL
$2.38"
497,Griffin Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190170&type=card,Magic 2010 (Common),"['2', 'White']",3,Creature — Griffin (1/3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)","AVERAGE
$0.18","MARKET
$0.01","FOIL
$0.29"
498,Griffin Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=222650&type=card,Magic 2012 (Common),"['2', 'White']",3,Creature — Griffin (1/3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)","AVERAGE
$0.64","MARKET
$0.50","FOIL
$2.38"
499,Griffin Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=222650&type=card,Magic 2012 (Common),"['2', 'White']",3,Creature — Griffin (1/3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)","AVERAGE
$0.18","MARKET
$0.01","FOIL
$0.29"
500,Guardian Seraph,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193766&type=card,Magic 2010 (Rare),"['2', 'White', 'White']",4,Creature — Angel (3/4),"Flying
If a source an opponent controls would deal damage to you, prevent 1 of that damage.","AVERAGE
$0.18","MARKET
$0.01","FOIL
$0.29"
501,Harm's Way,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190166&type=card,Magic 2010 (Uncommon),['White'],1,Instant,The next 2 damage that a source of your choice would deal to you and/or permanents you control this turn is dealt to any target instead.,"AVERAGE
$0.70","MARKET
$0.62","FOIL
$1.87"
502,Haunting Echoes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190577&type=card,Magic 2010 (Rare),"['3', 'Black', 'Black']",5,Sorcery,"Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles.","AVERAGE
$0.24","MARKET
$0.14","FOIL
$0.98"
503,Haunting Echoes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190577&type=card,Magic 2010 (Rare),"['3', 'Black', 'Black']",5,Sorcery,"Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles.","AVERAGE
$0.45","MARKET
$0.18","FOIL
$0.98"
504,Haunting Echoes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205005&type=card,Magic 2011 (Rare),"['3', 'Black', 'Black']",5,Sorcery,"Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles.","AVERAGE
$0.24","MARKET
$0.14","FOIL
$0.98"
505,Haunting Echoes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205005&type=card,Magic 2011 (Rare),"['3', 'Black', 'Black']",5,Sorcery,"Exile all cards from target player's graveyard other than basic land cards. For each card exiled this way, search that player's library for all cards with the same name as that card and exile them. Then that player shuffles.","AVERAGE
$0.45","MARKET
$0.18","FOIL
$0.98"
506,Hive Mind,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190556&type=card,Magic 2010 (Rare),"['5', 'Blue']",6,Enchantment,"Whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for their copy.","AVERAGE
$0.45","MARKET
$0.18","FOIL
$0.98"
507,Holy Strength,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190538&type=card,Magic 2010 (Common),['White'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+2.","AVERAGE
$5.36","MARKET
$5.57","FOIL
$0.39"
508,Holy Strength,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190538&type=card,Magic 2010 (Common),['White'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+2.","AVERAGE
$0.20","MARKET
$0.07","FOIL
$0.39"
509,Holy Strength,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205226&type=card,Magic 2011 (Common),['White'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+2.","AVERAGE
$5.36","MARKET
$5.57","FOIL
$0.39"
510,Holy Strength,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205226&type=card,Magic 2011 (Common),['White'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+2.","AVERAGE
$0.20","MARKET
$0.07","FOIL
$0.39"
511,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191058&type=card,Magic 2010 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$0.20","MARKET
$0.07","FOIL
$2.51"
512,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191058&type=card,Magic 2010 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
513,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191058&type=card,Magic 2010 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
514,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205099&type=card,Magic 2011 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$0.20","MARKET
$0.07","FOIL
$2.51"
515,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205099&type=card,Magic 2011 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
516,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205099&type=card,Magic 2011 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
517,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233237&type=card,Magic 2012 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$0.20","MARKET
$0.07","FOIL
$2.51"
518,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233237&type=card,Magic 2012 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
519,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233237&type=card,Magic 2012 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
520,Horned Turtle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190178&type=card,Magic 2010 (Common),"['2', 'Blue']",3,Creature — Turtle (1/4),,"AVERAGE
$1.50","MARKET
$1.45","FOIL
$2.51"
521,Howl of the Night Pack,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189908&type=card,Magic 2010 (Uncommon),"['6', 'Green']",7,Sorcery,Create a 2/2 green Wolf creature token for each Forest you control.,"AVERAGE
$0.18","MARKET
$0.13","FOIL
$0.48"
522,Howling Banshee,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190548&type=card,Magic 2010 (Uncommon),"['2', 'Black', 'Black']",4,Creature — Spirit (3/3),"Flying
When Howling Banshee enters the battlefield, each player loses 3 life.","AVERAGE
$0.25","MARKET
$0.13","FOIL
$0.48"
523,Howling Banshee,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190548&type=card,Magic 2010 (Uncommon),"['2', 'Black', 'Black']",4,Creature — Spirit (3/3),"Flying
When Howling Banshee enters the battlefield, each player loses 3 life.","AVERAGE
$0.24","MARKET
$0.09","FOIL
$0.46"
524,Howling Banshee,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205100&type=card,Magic 2011 (Uncommon),"['2', 'Black', 'Black']",4,Creature — Spirit (3/3),"Flying
When Howling Banshee enters the battlefield, each player loses 3 life.","AVERAGE
$0.25","MARKET
$0.13","FOIL
$0.48"
525,Howling Banshee,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205100&type=card,Magic 2011 (Uncommon),"['2', 'Black', 'Black']",4,Creature — Spirit (3/3),"Flying
When Howling Banshee enters the battlefield, each player loses 3 life.","AVERAGE
$0.24","MARKET
$0.09","FOIL
$0.46"
526,Howling Mine,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191315&type=card,Magic 2010 (Rare),['2'],2,Artifact,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.","AVERAGE
$0.24","MARKET
$5.23","FOIL
$16.98"
527,Hypnotic Specter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190566&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Specter (2/2),"Flying
Whenever Hypnotic Specter deals damage to an opponent, that player discards a card at random.","AVERAGE
$5.74","MARKET
$5.23","FOIL
$16.98"
528,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189920&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$1.76","MARKET
$1.73","FOIL
$0.25"
529,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189920&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
530,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189920&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
531,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205101&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$1.76","MARKET
$1.73","FOIL
$0.25"
532,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205101&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
533,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205101&type=card,Magic 2011 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
534,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245283&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$1.76","MARKET
$1.73","FOIL
$0.25"
535,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245283&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
536,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245283&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.25"
537,Ignite Disorder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190544&type=card,Magic 2010 (Uncommon),"['1', 'Red']",2,Instant,"Ignite Disorder deals 3 damage divided as you choose among one, two, or three target white and/or blue creatures.","AVERAGE
$0.19","MARKET
$0.05","FOIL
$0.35"
538,Illusionary Servant,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189897&type=card,Magic 2010 (Common),"['1', 'Blue', 'Blue']",3,Creature — Illusion (3/4),"Flying
When Illusionary Servant becomes the target of a spell or ability, sacrifice it.","AVERAGE
$0.24","MARKET
$0.11","FOIL
$0.48"
539,Indestructibility,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190568&type=card,Magic 2010 (Rare),"['3', 'White']",4,Enchantment — Aura,"Enchant permanent
Enchanted permanent has indestructible. (Effects that say ""destroy"" don't destroy that permanent. A creature with indestructible can't be destroyed by damage.)","AVERAGE
$0.24","MARKET
$0.11","FOIL
$0.48"
540,Inferno Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191090&type=card,Magic 2010 (Uncommon),"['4', 'Red', 'Red']",6,Creature — Elemental (4/4),"Whenever Inferno Elemental blocks or becomes blocked by a creature, Inferno Elemental deals 3 damage to that creature.","AVERAGE
$0.25","MARKET
$0.15","FOIL
$0.44"
541,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191387&type=card,Magic 2010 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
542,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191387&type=card,Magic 2010 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
543,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191387&type=card,Magic 2010 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
544,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191387&type=card,Magic 2010 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
545,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213618&type=card,Magic 2011 (Land),"['2', 'White', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
546,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213618&type=card,Magic 2011 (Land),"['2', 'White', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
547,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213618&type=card,Magic 2011 (Land),"['2', 'White', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
548,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=213618&type=card,Magic 2011 (Land),"['2', 'White', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
549,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244326&type=card,Magic 2012 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
550,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244326&type=card,Magic 2012 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
551,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244326&type=card,Magic 2012 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
552,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244326&type=card,Magic 2012 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
553,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249724&type=card,Magic 2013 (Land),"['2', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
554,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249724&type=card,Magic 2013 (Land),"['2', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
555,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249724&type=card,Magic 2013 (Land),"['2', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
556,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249724&type=card,Magic 2013 (Land),"['2', 'White']",0,Basic Land — Island,,"AVERAGE
$800.97","MARKET
$731.91",None
557,Jace Beleren,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191240&type=card,Magic 2010 (Mythic Rare),"['1', 'Blue', 'Blue']",3,Legendary Planeswalker — Jace (3),"+2: Each player draws a card.
−1: Target player draws a card.
−10: Target player mills twenty cards.","AVERAGE
$3.74","MARKET
$3.63","FOIL
$12.96"
558,Jace Beleren,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191240&type=card,Magic 2010 (Mythic Rare),"['1', 'Blue', 'Blue']",3,Legendary Planeswalker — Jace (3),"+2: Each player draws a card.
−1: Target player draws a card.
−10: Target player mills twenty cards.","AVERAGE
$3.74","MARKET
$3.63","FOIL
$12.96"
