,Unnamed: 0_x,card name,mana cost,converted mana cost,type,abilities-1,abilities-2,flavour text-1,flavour text-2,power/toughness,rarity,expansion,card no,artist,img url,Unnamed: 0_y,avg price ($),market price ($),foil avg ($),foil price ($)
152,152,Mordenkainen's Polymorph,"['1', 'Blue']",2,Instant,"Until end of turn, target creature becomes a Dragon with base power and toughness 4/4 and gains flying. (It loses all other creature types.)", ,"""Your purpose may change along with your shape, but you will serve regardless.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,65,Oriana Menendez,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527352&type=card,2219.0,0.19,0.03,0.25,0.08
153,153,Mountain,[],2,Basic Land — Mountain,"Until end of turn, target creature becomes a Dragon with base power and toughness 4/4 and gains flying. (It loses all other creature types.)", ,"Your path lies across the Spine of the World, where every cave hides some new danger.", , ,"Rarity:
Basic Land",Adventures in the Forgotten Realms,275,Sarah Finnigan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=530168&type=card,7347.0,,,,
154,154,"Nadaar, Selfless Paladin","['2', 'White']",3,Legendary Creature — Dragon Knight,Vigilance, , , ,3 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,27,Aaron Miller,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527314&type=card,2224.0,1.00,0.94,1.55,1.04
155,155,Neverwinter Dryad,['Green'],1,Creature — Dryad,", Sacrifice Neverwinter Dryad: Search your library for a basic Forest card, put it onto the battlefield tapped, then shuffle.", ,"Its life force entwined with its tree, a dryad is an elusive and solitary being that wishes only to be left alone.", ,1 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,195,Donato Giancola,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527482&type=card,2225.0,0.20,0.06,0.25,0.12
156,156,Ochre Jelly,"['Variable Colorless', 'Green']",1,Creature — Ooze,Trample, , , ,0 / 0,"Rarity:
Rare",Adventures in the Forgotten Realms,196,Daarken,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527483&type=card,2226.0,0.50,0.36,0.9,0.47
157,157,Old Gnawbone,"['5', 'Green', 'Green']",7,Legendary Creature — Dragon,Flying, ,The ancient green dragon Claugiyliamatar is often seen with a mangled corpse dangling from her mouth., ,7 / 7,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,197,Filip Burburan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527484&type=card,2227.0,27.49,26.92,29.24,28.46
158,158,Orb of Dragonkind,"['1', 'Red']",2,Artifact,", : Add two mana in any combination of colors. Spend this mana only to cast Dragon spells or activate abilities of Dragons.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,157,Brian Valeza,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527444&type=card,2228.0,0.66,0.54,1.03,0.87
159,159,"Orcus, Prince of Undeath","['Variable Colorless', '2', 'Black', 'Red']",4,Legendary Creature — Demon,"Flying, trample", , , ,5 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,229,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527516&type=card,2229.0,0.91,0.56,1.05,0.59
160,160,Oswald Fiddlebender,"['1', 'White']",2,Legendary Creature — Gnome Artificer,"Magical Tinkering — , , Sacrifice an artifact: Search your library for an artifact card with mana value equal to 1 plus the sacrificed artifact's mana value, put it onto the battlefield, then shuffle. Activate only as a sorcery.", ,"""Can't see this airship crashing in the near future. Sturdy as a rock.""", ,2 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,28,Steven Belledin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527315&type=card,2230.0,2.37,1.69,2.99,2.46
161,161,Owlbear,"['3', 'Green', 'Green']",5,Creature — Bird Bear,Trample, ,"Many people believe a misguided wizard created the first owlbear, but others insist that these creatures have always dwelled in the Feywild.", ,4 / 4,"Rarity:
Common",Adventures in the Forgotten Realms,198,Ilse Gort,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527485&type=card,2231.0,0.16,0.03,0.25,0.1
162,162,Paladin Class,['White'],1,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,29,Campbell White,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527316&type=card,2232.0,2.52,2.38,3.0,2.77
163,163,Paladin's Shield,"['1', 'White']",2,Artifact — Equipment,Flash, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,30,Alayna Danner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527317&type=card,2233.0,0.20,0.01,0.25,0.07
164,164,Pixie Guide,"['1', 'Blue']",2,Creature — Faerie,Flying, ,"Pixies are well known as pranksters, but some delight in more helpful magic.", ,1 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,66,Fariba Khamseh,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527353&type=card,2234.0,0.20,0.09,0.35,0.15
165,165,Plains,[],2,Basic Land — Plains,Flying, ,"Seeking to learn why the ancestors have fallen silent, you've made your way to their ancient cairns.", , ,"Rarity:
Basic Land",Adventures in the Forgotten Realms,263,Sarah Finnigan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=530156&type=card,8369.0,,,,
166,166,Planar Ally,"['3', 'White', 'White']",5,Creature — Angel,Flying, ,"Her light touches every corner and her wings brush either wall, leaving no place for evil to lurk.", ,3 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,31,Marta Nael,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527318&type=card,2239.0,0.20,0.03,0.29,0.16
167,167,Plate Armor,"['2', 'White']",3,Artifact — Equipment,"Equipped creature gets +3/+3 and has ward . (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays .)", , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,32,Martina Pilcerova,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527319&type=card,2240.0,0.25,0.15,0.35,0.28
168,168,Plummet,"['1', 'Green']",2,Instant,Destroy target creature with flying., ,The dragon's noxious breath withered the forest. The whistle of a hundred arrows filled the air. The ground roiled as if shaken by an earthquake. The tyrant fell from the sky., , ,"Rarity:
Common",Adventures in the Forgotten Realms,199,Alix Branwyn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527486&type=card,2241.0,0.17,0.02,0.25,0.05
169,169,Plundering Barbarian,"['2', 'Red']",3,Creature — Dwarf Barbarian,"When Plundering Barbarian enters the battlefield, choose one —", , , ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,158,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527445&type=card,2242.0,0.20,0.11,0.26,0.16
170,170,Portable Hole,['White'],1,Artifact,"When Portable Hole enters the battlefield, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield.", ,"""They fall for it every time.""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,33,John Stanko,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527320&type=card,2243.0,0.99,0.84,1.84,1.72
171,171,Potion of Healing,"['1', 'White']",2,Artifact,"When Potion of Healing enters the battlefield, draw a card.", ,"Magic can knit the body back together, but the courage to fight on comes only from within.", , ,"Rarity:
Common",Adventures in the Forgotten Realms,34,Pauline Voss,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527321&type=card,2244.0,0.19,0.05,0.25,0.09
172,172,Power of Persuasion,"['2', 'Blue']",3,Sorcery,"Choose target creature an opponent controls, then roll a d20.", , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,67,Brian Valeza,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527354&type=card,2245.0,0.23,0.07,0.35,0.15
173,173,Power Word Kill,"['1', 'Black']",2,Instant,"Destroy target non-Angel, non-Demon, non-Devil, non-Dragon creature.", ,"Aramil issued a long, heroic challenge, then the lich felled him with a single word.", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,114,Izzy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527401&type=card,2246.0,0.40,0.31,0.57,0.45
174,174,Precipitous Drop,"['2', 'Black']",3,Enchantment — Aura,Enchant creature, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,115,Gabor Szikszai,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527402&type=card,2247.0,0.17,0.04,0.25,0.07
175,175,Price of Loyalty,"['2', 'Red']",3,Sorcery,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. If mana from a Treasure was spent to cast this spell, that creature gets +2/+0 until end of turn.", ,"""Most folks got mayhem in their hearts. Just gotta know their price.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,159,Oriana Menendez,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527446&type=card,2248.0,0.18,0.03,0.25,0.1
176,176,Priest of Ancient Lore,"['2', 'White']",3,Creature — Dwarf Cleric,"When Priest of Ancient Lore enters the battlefield, you gain 1 life and draw a card.", ,"""We are a product of our ancestors, the apotheosis of countless noble generations. Speak their names with reverence, and they will guide your path.""", ,2 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,35,Jarel Threat,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527322&type=card,2249.0,0.20,0.11,0.34,0.23
177,177,Prosperous Innkeeper,"['1', 'Green']",2,Creature — Halfling Citizen,"When Prosperous Innkeeper enters the battlefield, create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", , , ,1 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms,200,Eric Deschamps,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527487&type=card,2250.0,0.61,0.56,0.99,1.19
178,178,Purple Worm,"['5', 'Green', 'Green']",7,Creature — Worm,This spell costs less to cast if a creature died this turn., ,Underground civilizations maintain magical barriers around their settlements to deter these monsters., ,8 / 7,"Rarity:
Uncommon",Adventures in the Forgotten Realms,201,Olivier Bernard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527488&type=card,2251.0,0.25,0.05,0.34,0.13
179,179,Rally Maneuver,"['2', 'White']",3,Instant,Target creature gets +2/+0 and gains first strike until end of turn. Up to one other target creature gets +0/+2 and gains lifelink until end of turn., ,"""Don't give up! You are steel and fire, and victory is yours to seize.""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,36,Vincent Proce,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527323&type=card,2252.0,0.24,0.03,0.33,0.15
180,180,Ranger Class,"['1', 'Green']",2,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,202,Suzanne Helmigh,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527489&type=card,2253.0,5.85,4.81,7.13,6.91
181,181,Ranger's Hawk,['White'],1,Creature — Bird,Flying, ,Swift eyes to scout the way ahead., ,1 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,37,Robin Olausson,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527324&type=card,2254.0,0.18,0.01,0.25,0.09
182,182,Ranger's Longbow,"['1', 'Green']",2,Artifact — Equipment,Equipped creature gets +2/+1 and has reach., ,"With the right weapon, a fearsome beholder is nothing more than a big floating bullseye.", , ,"Rarity:
Common",Adventures in the Forgotten Realms,203,Marcela Medeiros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527490&type=card,2255.0,0.20,0.03,0.25,0.12
183,183,Ray of Enfeeblement,['Black'],1,Instant,"Target creature gets -4/-1 until end of turn. If that creature is white, it gets -4/-4 until end of turn instead.", ,Erigan cried out in pain as a hideous weakness settled into his bones., , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,116,Campbell White,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527403&type=card,2256.0,0.25,0.08,0.34,0.12
184,184,Ray of Frost,"['1', 'Blue']",2,Enchantment — Aura,Flash, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,68,Kim Sokol,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527355&type=card,2257.0,0.25,0.09,0.3,0.12
185,185,Reaper's Talisman,['Black'],1,Artifact — Equipment,"Whenever equipped creature attacks, it gains deathtouch until end of turn.", , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,117,Olena Richards,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527404&type=card,2258.0,0.25,0.1,0.35,0.24
186,186,Red Dragon,"['4', 'Red', 'Red']",6,Creature — Dragon,Flying, ,Red dragons consider the world and every creature in it as theirs to command., ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,160,Andrey Kuzinskiy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527447&type=card,2259.0,0.25,0.11,0.43,0.22
187,187,Rimeshield Frost Giant,"['3', 'Blue', 'Blue']",5,Creature — Giant Warrior,"Ward (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays .)", ,"Frost giants carry the trophies of their greatest victories into battle, fashioned into armor of strength and savage beauty.", ,4 / 5,"Rarity:
Common",Adventures in the Forgotten Realms,69,Matt Stewart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527356&type=card,2260.0,0.17,0.01,0.25,0.06
188,188,Rogue Class,"['Blue', 'Black']",2,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,230,Véronique Meignaud,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527517&type=card,2261.0,1.47,1.34,1.86,1.8
189,189,Rust Monster,"['2', 'Red']",3,Creature — Beast,First strike, ,"""They don't seem scary, but then you're suddenly standing there in your underclothes without a weapon. Then everything looks like a threat.""", ,2 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms,161,Simon Dominic,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527448&type=card,2262.0,0.25,0.04,0.3,0.02
190,190,Scaled Herbalist,"['1', 'Green']",2,Creature — Lizard Druid,: You may put a land card from your hand onto the battlefield., ,"""I could help you, or I could eat you for lunch. I haven't decided yet.""", ,1 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,204,April Prime,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527491&type=card,2263.0,0.20,0.07,0.28,0.12
191,191,Scion of Stygia,"['2', 'Blue']",3,Creature — Tiefling Shaman,Flash, , , ,2 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,70,Cristi Balanescu,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527357&type=card,2264.0,0.17,0.04,0.25,0.08
192,192,Secret Door,['Blue'],1,Artifact Creature — Wall,Defender, ,"The way opened before him, and the dust of centuries stirred in the air.", ,0 / 4,"Rarity:
Common",Adventures in the Forgotten Realms,71,Francisco Miyara,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527358&type=card,2265.0,0.18,0.03,0.25,0.09
193,193,Sepulcher Ghoul,"['1', 'Black']",2,Creature — Zombie,Sacrifice another creature: Sepulcher Ghoul gets +2/+2 until end of turn. Activate only once each turn., ,Ghouls devour the dead and any living creatures unwary enough to fall into their grasp., ,2 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,118,Jason A. Engle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527405&type=card,2266.0,0.18,0.03,0.25,0.1
194,194,Shambling Ghast,['Black'],1,Creature — Zombie,"When Shambling Ghast dies, choose one —", , , ,1 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,119,Dave Kendall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527406&type=card,2267.0,0.26,0.2,0.39,0.3
195,195,"Shessra, Death's Whisper","['2', 'Black', 'Green']",4,Legendary Creature — Human Elf Warlock,"Bewitching Whispers — When Shessra, Death's Whisper enters the battlefield, target creature blocks this turn if able.", , , ,1 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms,231,Marie Magny,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527518&type=card,2268.0,0.25,0.12,0.45,0.3
196,196,Shocking Grasp,"['1', 'Blue']",2,Instant,Target creature gets -2/-0 until end of turn., ,"""Metal armor? A poor choice.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,72,Jason Felix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527359&type=card,2269.0,0.17,0.02,0.25,0.08
197,197,Shortcut Seeker,"['3', 'Blue']",4,Creature — Human Rogue,"Whenever Shortcut Seeker deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)", ,"""Ah, the old ‘trap door under a rug' trick. This is almost too easy.""", ,2 / 5,"Rarity:
Common",Adventures in the Forgotten Realms,73,Artur Treffner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527360&type=card,2270.0,0.17,0.01,0.25,0.04
198,198,Silver Raven,['Blue'],1,Artifact Creature — Bird,Flying, ,Wings take flight on whispered wind., ,1 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,74,Joe Slucher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527361&type=card,2271.0,0.17,0.08,0.3,0.18
199,199,Skeletal Swarming,"['3', 'Black', 'Green']",5,Enchantment,"Each Skeleton you control has trample, attacks each combat if able, and gets +X/+0, where X is the number of other Skeletons you control.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,232,Svetlin Velinov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527519&type=card,2272.0,0.59,0.5,0.91,0.56
200,200,Skullport Merchant,"['2', 'Black']",3,Creature — Dwarf Citizen,"When Skullport Merchant enters the battlefield, create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", ,"""Buy something or get out.""", ,1 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,120,Aaron Miller,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527407&type=card,2273.0,0.32,0.23,0.67,0.43
201,201,Sorcerer Class,"['Blue', 'Red']",2,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,233,Alexander Mokhov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527520&type=card,2274.0,1.00,0.93,1.49,1.29
202,202,Soulknife Spy,"['2', 'Blue']",3,Creature — Elf Rogue,"Whenever Soulknife Spy deals combat damage to a player, draw a card.", ,"""My psychic blade cuts the mind and severs thoughts. Even if you survive, you'll never remember I was here.""", ,3 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,75,Miguel Mercado,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527362&type=card,2275.0,0.16,0.04,0.25,0.11
203,203,Spare Dagger,['1'],1,Artifact — Equipment,"Equipped creature gets +1/+0 and has ""Whenever this creature attacks, you may sacrifice Spare Dagger. When you do, this creature deals 1 damage to any target.""", , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,250,Khurrum,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527537&type=card,2276.0,0.20,0.02,0.29,0.12
204,204,Sphere of Annihilation,"['Variable Colorless', 'Black']",1,Artifact,Sphere of Annihilation enters the battlefield with X void counters on it., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,121,Jason Felix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527408&type=card,2277.0,0.55,0.31,0.9,0.55
205,205,Spiked Pit Trap,['1'],1,Artifact,Flash, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,251,Deruchenko Alexander,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527538&type=card,2286.0,0.18,0.01,0.25,0.08
206,206,Split the Party,"['3', 'Blue', 'Blue']",5,Sorcery,"Choose target player. Return half the creatures they control to their owner's hand, rounded up.", ,Don't., , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,76,Zoltan Boros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527363&type=card,2287.0,0.25,0.06,0.3,0.12
207,207,Spoils of the Hunt,"['2', 'Green']",3,Instant,Target creature you control gets +1/+0 until end of turn for each mana from a Treasure that was spent to cast this spell. Then that creature deals damage equal to its power to target creature an opponent controls., ,"""Every coin helps rebuild the town they destroyed.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,205,Justine Cruz,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527492&type=card,2288.0,0.18,0.01,0.25,0.05
208,208,Steadfast Paladin,"['1', 'White']",2,Creature — Dwarf Knight,Lifelink, ,"""When I made my oath to Moradin, I left selfishness and cowardice behind. Every battle, I make that commitment anew.""", ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,38,Chris Rallis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527325&type=card,2289.0,0.20,0.04,0.25,0.13
209,209,Sudden Insight,"['4', 'Blue', 'Blue']",6,Instant,Draw a card for each different mana value among nonland cards in your graveyard., ,A lucky draw from the Deck of Many Things gave Voltusk an inexplicable flash of understanding that he spent the rest of his life trying to repeat., , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,77,Dan Scott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527364&type=card,,,,,
210,210,Swamp,[],6,Basic Land — Swamp,Draw a card for each different mana value among nonland cards in your graveyard., ,Your search for a stolen artifact has brought you to the edge of the Mere of Dead Men., , ,"Rarity:
Basic Land",Adventures in the Forgotten Realms,271,Sarah Finnigan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=530164&type=card,7385.0,,,,
211,211,Swarming Goblins,"['4', 'Red']",5,Creature — Goblin,"When Swarming Goblins enters the battlefield, roll a d20.", , , ,4 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,162,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527449&type=card,2294.0,0.17,0.07,0.25,0.15
212,212,Sylvan Shepherd,"['2', 'Green']",3,Creature — Human Druid,Vigilance, , , ,2 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,206,Darrell Riche,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527493&type=card,2295.0,0.19,0.04,0.25,0.14
213,213,"Targ Nar, Demon-Fang Gnoll","['Red', 'Green']",2,Legendary Creature — Gnoll,"Pack tactics — Whenever Targ Nar, Demon-Fang Gnoll attacks, if you attacked with creatures with total power 6 or greater this combat, attacking creatures get +1/+0 until end of turn.", , , ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms,234,Tyler Jacobson,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527521&type=card,2296.0,0.25,0.11,0.4,0.3
214,214,Tasha's Hideous Laughter,"['1', 'Blue', 'Blue']",3,Sorcery,Each opponent exiles cards from the top of their library until that player has exiled cards with total mana value 20 or more., ,"The raging behir reared back, opened its terrible maw . . . and collapsed in a fit of horrifying giggles.", , ,"Rarity:
Rare",Adventures in the Forgotten Realms,78,Ilse Gort,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527365&type=card,2297.0,6.07,5.66,6.5,6.36
215,215,Teleportation Circle,"['3', 'White']",4,Enchantment,"At the beginning of your end step, exile up to one target artifact or creature you control, then return that card to the battlefield under its owner's control.", ,"""Hold on to your lunch!""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms,39,Chris Cold,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527326&type=card,2299.0,2.74,2.57,2.97,2.67
216,216,Temple of the Dragon Queen,[],4,Land,"As Temple of the Dragon Queen enters the battlefield, you may reveal a Dragon card from your hand. Temple of the Dragon Queen enters the battlefield tapped unless you revealed a Dragon card this way or you control a Dragon.", , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,260,Cliff Childs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527547&type=card,2300.0,0.35,0.28,0.75,0.48
217,217,The Blackstaff of Waterdeep,['Blue'],1,Legendary Artifact,You may choose not to untap The Blackstaff of Waterdeep during your untap step., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,48,Anna Steinbauer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527335&type=card,2301.0,0.37,0.19,0.5,0.31
218,218,The Book of Exalted Deeds,"['White', 'White', 'White']",3,Legendary Artifact,"At the beginning of your end step, if you gained 3 or more life this turn, create a 3/3 white Angel creature token with flying.", , , , ,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,4,Daniel Ljunggren,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527291&type=card,2302.0,9.99,9.2,10.04,9.36
219,219,The Book of Vile Darkness,"['Black', 'Black', 'Black']",3,Legendary Artifact,"At the beginning of your end step, if you lost 2 or more life this turn, create a 2/2 black Zombie creature token.", , , , ,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,91,Daniel Ljunggren,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527378&type=card,2303.0,2.65,2.19,4.08,3.47
220,220,The Deck of Many Things,['5'],5,Legendary Artifact,", : Roll a d20 and subtract the number of cards in your hand. If the result is 0 or less, discard your hand.", , , , ,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,241,Volkan Baga,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527528&type=card,2304.0,3.43,2.7,4.02,3.36
221,221,The Tarrasque,"['6', 'Green', 'Green', 'Green']",9,Legendary Creature — Dinosaur,The Tarrasque has haste and ward 0 as long as it was cast., ,"When it rises, nations fall.", ,10 / 10,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,207,Filip Burburan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527494&type=card,2305.0,3.38,2.83,3.6,3.02
222,222,Thieves' Tools,"['1', 'Black']",2,Artifact — Equipment,"When Thieves' Tools enters the battlefield, create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,122,Deruchenko Alexander,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527409&type=card,,,,,
223,223,Tiamat,"['2', 'White', 'Blue', 'Black', 'Red', 'Green']",7,Legendary Creature — Dragon God,Flying, ,"""My children will rule over all!""", ,7 / 7,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,235,Chris Rahn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527522&type=card,2307.0,22.00,20.36,25.95,22.87
224,224,Tiger-Tribe Hunter,"['3', 'Red', 'Red']",5,Creature — Human Barbarian,Trample, , , ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,163,Grzegorz Rutkowski,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527450&type=card,2308.0,0.25,0.03,0.3,0.04
225,225,Tomb of Annihilation,[],5,Dungeon,"Trapped Entry — Each player loses 1 life. (Leads to: Veils of Fear, Oubliette)", , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,622,(none),https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=530449&type=card,2309.0,0.20,0.11,0.35,0.17
226,226,Treasure Chest,['3'],3,Artifact,", Sacrifice Treasure Chest: Roll a d20.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,252,Dan Scott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527539&type=card,2321.0,0.66,0.39,0.77,0.48
227,227,Treasure Vault,[],3,Artifact Land,: Add ., ,There is wealth enough inside to cause the rise and the ruin of dynasties., , ,"Rarity:
Rare",Adventures in the Forgotten Realms,261,Johannes Voss,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527548&type=card,2323.0,7.40,6.52,8.19,8.08
