,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
3816,Disciple of Tevesh Szat,Coldsnap ,Common,4,['2'," 'Black', 'Black']",Creature , Human Cleric , Human Cleric (3,1),": Target creature gets -1/-1 until end of turn.
, , Sacrifice Disciple of Tevesh Szat: Target creature gets -6/-6 until end of turn.",0.54,0.48,30.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121222&type=card
18284,Disciple of the Old Ways,Gatecrash ,Common,2,['1', 'Green'],Creature , Human Warrior , Human Warrior (2,2),: Disciple of the Old Ways gains first strike until end of turn.,0.25,0.11,2.53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366447&type=card
11543,Disciple of the Vault,Double Masters ,Uncommon,1,['Black'],,Creature , Human Cleric , Human Cleric (1,1),"Whenever an artifact is put into a graveyard from the battlefield, you may have target opponent lose 1 life.",0.30,0.24,4.76,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489759&type=card
10427,Discontinuity,Core Set 2021 ,Mythic,6,['3'," 'Blue', 'Blue', 'Blue']",Instant,,,,"As long as it's your turn, this spell costs less to cast.
End the turn. (Exile all spells and abilities from the stack, including this card. The player whose turn it is discards down to their maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",1.90,1.42,2.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485371&type=card
19163,Discovery // Dispersal (Discovery),Guilds of Ravnica ,Uncommon,2,['1', 'Blue or Black'],Sorcery,,,,"Surveil 2, then draw a card. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",0.45,0.28,1.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452973&type=card
19166,Discovery // Dispersal (Dispersal),Guilds of Ravnica ,Uncommon,5,['3'," 'Blue', 'Black']",Instant,,,,"Each opponent returns a nonland permanent they control with the highest mana value among permanents they control to its owner's hand, then discards a card.",0.45,0.28,1.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452973&type=card
400,Diseased Vermin,Alliances ,Uncommon,3,['2', 'Black'],Creature , Rat , Rat (1,1),"Whenever Diseased Vermin deals combat damage to a player, put an infection counter on it.
At the beginning of your upkeep, Diseased Vermin deals X damage to target opponent previously dealt damage by it, where X is the number of infection counters on it.",0.39,0.33,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3070&type=card
10052,Disentomb,Core Set 2020 ,Common,1,['Black'],,Sorcery,,,,Return target creature card from your graveyard to your hand.,0.19,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=469875&type=card
24766,Disharmony,Legends ,Rare,3,['2', 'Red'],Instant,,,,"Cast this spell only during combat before blockers are declared.
Untap target attacking creature and remove it from combat. Gain control of that creature until end of turn.",78.96,70.45,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1568&type=card
19165,Disinformation Campaign,Guilds of Ravnica ,Uncommon,3,['1'," 'Blue', 'Black']",Enchantment,,,,"When Disinformation Campaign enters the battlefield, you draw a card and each opponent discards a card.
Whenever you surveil, return Disinformation Campaign to its owner's hand.",0.20,0.05,0.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452917&type=card
21461,Dismantling Wave,Ikoria Commander ,Rare,3,['2', 'White'],Sorcery,,,,"For each opponent, destroy up to one target artifact or enchantment that player controls.
Cycling (, Discard this card: Draw a card.)
When you cycle Dismantling Wave, destroy all artifacts and enchantments.",0.99,0.67,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=484872&type=card
9365,Dismissive Pyromancer,Core Set 2019 ,Rare,2,['1', 'Red'],Creature , Human Wizard , Human Wizard (2,2),", , Discard a card: Draw a card.
, , Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",0.25,0.12,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447272&type=card
24541,Disowned Ancestor,Khans of Tarkir ,Common,1,['Black'],,Creature , Spirit Warrior , Spirit Warrior (0,4),"Outlast (, : Put a +1/+1 counter on this creature. Outlast only as a sorcery.)",0.22,0.10,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386521&type=card
7405,Dispatch,Commander 2021 ,Uncommon,1,['White'],,Instant,,,,"Tap target creature.
Metalcraft — If you control three or more artifacts, exile that creature.",1.49,0.08,0.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=519123&type=card
1721,Dispel,Battle for Zendikar ,Common,1,['Blue'],,Instant,,,,Counter target instant spell.,0.63,0.48,1.72,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401858&type=card
50,Dispersal Technician,Aether Revolt ,Common,5,['4', 'Blue'],Creature , Vedalken Artificer , Vedalken Artificer (3,2),"When Dispersal Technician enters the battlefield, you may return target artifact to its owner's hand.",5.95,5.31,8.09,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423699&type=card
9366,Disperse,Core Set 2019 ,Common,2,['1', 'Blue'],Instant,,,,Return target nonland permanent to its owner's hand.,0.39,0.04,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447186&type=card
15030,Displace,Eldritch Moon ,Common,3,['2', 'Blue'],Instant,,,,"Exile up to two target creatures you control, then return those cards to the battlefield under their owner's control.",0.42,0.39,3.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414348&type=card
12001,Display of Dominance,Dragons of Tarkir ,Uncommon,2,['1', 'Green'],Instant,,,,"Choose one —
• Destroy target blue or black noncreature permanent.
• Permanents you control can't be the targets of blue or black spells your opponents control this turn.",0.25,0.13,1.04,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394538&type=card
19559,Disposal Mummy,Hour of Devastation ,Common,3,['2', 'White'],Creature , Zombie Jackal , Zombie Jackal (2,3),"When Disposal Mummy enters the battlefield, exile target card from an opponent's graveyard.",0.23,0.04,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430698&type=card
587,Dispossess,Amonkhet ,Rare,3,['2', 'Black'],Sorcery,,,,"Choose an artifact card name. Search target opponent's graveyard, hand, and library for any number of cards with the chosen name and exile them. Then that player shuffles.",0.25,0.06,0.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426788&type=card
22476,Disrupt,Invasion ,Uncommon,1,['Blue'],,Instant,,,,"Counter target instant or sorcery spell unless its controller pays .
Draw a card.",0.24,0.26,0.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23000&type=card
6002,Disrupt Decorum,Commander 2017 ,Rare,4,['2'," 'Red', 'Red']",Sorcery,,,,"Goad all creatures you don't control. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)",17.54,15.84,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433266&type=card
2751,Disrupting Shoal,Betrayers of Kamigawa ,Rare,2,['Variable Colorless'," 'Blue', 'Blue']",Instant , Arcane, Arcane,,"You may exile a blue card with mana value X from your hand rather than pay this spell's mana cost.
Counter target spell if its mana value is X.",1.69,1.13,10.69,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74128&type=card
16289,Disruption Aura,Fifth Dawn ,Uncommon,3,['2', 'Blue'],Enchantment , Aura, Aura,,"Enchant artifact
Enchanted artifact has ""At the beginning of your upkeep, sacrifice this artifact unless you pay its mana cost.""",0.29,0.09,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=76971&type=card
2144,Disruptive Student,Battle Royale Box Set ,Common,3,['2', 'Blue'],Creature , Human Wizard , Human Wizard (1,1),: Counter target spell unless its controller pays .,0.19,0.41,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21123&type=card
588,Dissenter's Deliverance,Amonkhet ,Common,2,['1', 'Green'],Instant,,,,"Destroy target artifact.
Cycling (, Discard this card: Draw a card.)",0.30,0.15,0.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426866&type=card
20949,Dissolve,Iconic Masters ,Common,3,['1'," 'Blue', 'Blue']",Instant,,,,Counter target spell. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.19,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438617&type=card
15031,Distemper of the Blood,Eldritch Moon ,Common,2,['1', 'Red'],Sorcery,,,,"Target creature gets +2/+2 and gains trample until end of turn.
Madness (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",0.42,0.39,3.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414424&type=card
15032,Distended Mindbender,Eldritch Moon ,Rare,8,['8'],,Creature , Eldrazi Insect , Eldrazi Insect (5,5),"Emerge (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.)
When you cast this spell, target opponent reveals their hand. You choose from it a nonland card with mana value 3 or less and a card with mana value 4 or greater. That player discards those cards.",0.24,0.11,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414292&type=card
14680,Distorting Lens,Eighth Edition ,Rare,2,['2'],,Artifact,,,,: Target permanent becomes the color of your choice until end of turn.,0.35,0.17,1.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=45473&type=card
20950,Distortion Strike,Iconic Masters ,Uncommon,1,['Blue'],,Sorcery,,,,"Target creature gets +1/+0 until end of turn and can't be blocked this turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",0.25,0.53,3.18,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438618&type=card
3105,Distress,Champions of Kamigawa ,Common,2,['Black', 'Black'],Sorcery,,,,Target player reveals their hand. You choose a nonland card from it. That player discards that card.,0.22,0.15,0.71,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=79129&type=card
19167,District Guide,Guilds of Ravnica ,Uncommon,3,['2', 'Green'],Creature , Elf Scout , Elf Scout (2,2),"When District Guide enters the battlefield, you may search your library for a basic land card or Gate card, reveal it, put it into your hand, then shuffle.",0.45,0.28,1.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452878&type=card
22834,Dive Down,Ixalan ,Common,1,['Blue'],,Instant,,,,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),3.29,3.72,4.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435205&type=card
5689,Divergent Transformations,Commander 2016 ,Rare,7,['6', 'Red'],Instant,,,,"Undaunted (This spell costs less to cast for each opponent.)
Exile two target creatures. For each of those creatures, its controller reveals cards from the top of their library until they reveal a creature card, puts that card onto the battlefield, then shuffles the rest into their library.",0.24,0.11,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420634&type=card
1008,Diversionary Tactics,Apocalypse ,Uncommon,4,['3', 'White'],Enchantment,,,,Tap two untapped creatures you control: Tap target creature.,0.30,0.20,1.01,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=28810&type=card
1494,Divine Deflection,Avacyn Restored ,Rare,1,['Variable Colorless', 'White'],Instant,,,,"Prevent the next X damage that would be dealt to you and/or permanents you control this turn. If damage is prevented this way, Divine Deflection deals that much damage to any target.",0.38,0.20,0.67,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240072&type=card
24158,Divine Gambit,Kaldheim ,Uncommon,2,['White', 'White'],Sorcery,,,,"Exile target artifact, creature, or enchantment an opponent controls. That player may put a permanent card from their hand onto the battlefield.",0.24,0.02,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503612&type=card
24767,Divine Intervention,Legends ,Rare,8,['6'," 'White', 'White']",Enchantment,,,,"Divine Intervention enters the battlefield with two intervention counters on it.
At the beginning of your upkeep, remove an intervention counter from Divine Intervention.
When you remove the last intervention counter from Divine Intervention, the game is a draw.",264.99,203.07,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1606&type=card
1009,Divine Light,Apocalypse ,Common,1,['White'],,Sorcery,,,,Prevent all damage that would be dealt this turn to creatures you control.,0.25,0.17,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27137&type=card
22478,Divine Presence,Invasion ,Rare,3,['2', 'White'],Enchantment,,,,"If a source would deal 4 or more damage to a permanent or player, that source deals 3 damage to that permanent or player instead.",0.50,0.41,10.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22969&type=card
19168,Divine Visitation,Guilds of Ravnica ,Mythic,5,['3'," 'White', 'White']",Enchantment,,,,"If one or more creature tokens would be created under your control, that many 4/4 white Angel creature tokens with flying and vigilance are created instead.",0.25,0.08,0.65,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452760&type=card
10058,Diviner's Lockbox,Core Set 2020 ,Uncommon,4,['4'],,Artifact,,,,", : Choose a card name, then reveal the top card of your library. If that card has the chosen name, sacrifice Diviner's Lockbox and draw three cards. Activate only as a sorcery.",0.25,0.04,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466979&type=card
14681,Diving Griffin,Eighth Edition ,Common,3,['1'," 'White', 'White']",Creature , Griffin , Griffin (2,2),"Flying, vigilance",0.50,0.41,2.37,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=45176&type=card
15648,Dizzying Gaze,Exodus ,Common,1,['Red'],,Enchantment , Aura, Aura,,"Enchant creature you control
: Enchanted creature deals 1 damage to target creature with flying.",0.24,0.12,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6114&type=card
19561,Djeru's Renunciation,Hour of Devastation ,Common,2,['1', 'White'],Instant,,,,"Tap up to two target creatures.
Cycling (, Discard this card: Draw a card.)",0.50,0.33,1.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430700&type=card
589,Djeru's Resolve,Amonkhet ,Common,1,['White'],,Instant,,,,"Untap target creature. Prevent all damage that would be dealt to it this turn.
Cycling (, Discard this card: Draw a card.)",0.21,0.12,0.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426713&type=card
19560,"Djeru, With Eyes Open",Hour of Devastation ,Rare,5,['3'," 'White', 'White']",Legendary Creature , Human Warrior , Human Warrior (4,3),"Vigilance
When Djeru, With Eyes Open enters the battlefield, you may search your library for a planeswalker card, reveal it, put it into your hand, then shuffle.
If a source would deal damage to a planeswalker you control, prevent 1 of that damage.",0.15,0.02,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430699&type=card
22479,Do or Die,Invasion ,Rare,2,['1', 'Black'],Sorcery,,,,Separate all creatures target player controls into two piles. Destroy all creatures in the pile of that player's choice. They can't be regenerated.,1.33,1.23,20.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23059&type=card
15033,Docent of Perfection,Eldritch Moon ,Rare,5,['3'," 'Blue', 'Blue']",Creature , Insect Horror , Insect Horror (5,4),"Flying
Whenever you cast an instant or sorcery spell, create a 1/1 blue Human Wizard creature token. Then if you control three or more Wizards, transform Docent of Perfection.",4.50,4.86,9.97,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414349&type=card
7063,Dockside Extortionist,Commander 2019 ,Rare,2,['1', 'Red'],Creature , Goblin Pirate , Goblin Pirate (1,2),"When Dockside Extortionist enters the battlefield, create X Treasure tokens, where X is the number of artifacts and enchantments your opponents control. (Treasure tokens are artifacts with "", Sacrifice this artifact: Add one mana of any color."")",53.96,49.48,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470570&type=card
1010,Dodecapod,Apocalypse ,Uncommon,4,['4'],,Artifact Creature , Golem , Golem (3,3),"If a spell or ability an opponent controls causes you to discard Dodecapod, put it onto the battlefield with two +1/+1 counters on it instead of putting it into your graveyard.",0.20,0.12,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26733&type=card
24159,Dogged Pursuit,Kaldheim ,Common,4,['3', 'Black'],Enchantment,,,,"At the beginning of your end step, each opponent loses 1 life and you gain 1 life.",0.20,0.02,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503693&type=card
25755,Dolmen Gate,Lorwyn ,Rare,2,['2'],,Artifact,,,,Prevent all combat damage that would be dealt to attacking creatures you control.,0.24,0.08,0.41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140206&type=card
9111,Domesticated Hydra,Conspiracy: Take the Crown ,Uncommon,4,['2'," 'Green', 'Green']",Creature , Hydra , Hydra (3,3),": Monstrosity X. (If this creature isn't monstrous, put X +1/+1 counters on it and it becomes monstrous.)
As long as Domesticated Hydra is monstrous, it has trample.",0.25,0.35,1.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416820&type=card
5214,Dominate,Commander 2015 ,Uncommon,3,['Variable Colorless'," '1', 'Blue', 'Blue']",Instant,,,,Gain control of target creature with mana value X or less.,0.35,0.14,0.85,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405202&type=card
15649,Dominating Licid,Exodus ,Rare,3,['1'," 'Blue', 'Blue']",Creature , Licid , Licid (1,1),", : Dominating Licid loses this ability and becomes an Aura enchantment with enchant creature. Attach it to target creature. You may pay to end this effect.
You control enchanted creature.",12.50,15.05,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5139&type=card
4423,Domineering Will,Commander 2014 ,Rare,4,['3', 'Blue'],Instant,,,,Target player gains control of up to three target nonattacking creatures until end of turn. Untap those creatures. They block this turn if able.,0.50,0.41,9.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389488&type=card
15484,Dominus of Fealty,Eventide ,Rare,5,['Blue or Red'," 'Blue or Red', 'Blue or Red', 'Blue or Red', 'Blue or Red']",Creature , Spirit Avatar , Spirit Avatar (4,4),"Flying
At the beginning of your upkeep, you may gain control of target permanent until end of turn. If you do, untap it and it gains haste until end of turn.",2.17,1.58,9.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=151154&type=card
18285,Domri Rade,Gatecrash ,Mythic,3,['1'," 'Red', 'Green']",Legendary Planeswalker , Domri , Domri (3),,"+1: Look at the top card of your library. If it's a creature card, you may reveal it and put it into your hand.
−2: Target creature you control fights another target creature.
−7: You get an emblem with ""Creatures you control have double strike, trample, hexproof, and haste.""",0.18,0.03,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366367&type=card
19169,Doom Whisperer,Guilds of Ravnica ,Mythic,5,['3'," 'Black', 'Black']",Creature , Nightmare Demon , Nightmare Demon (6,6),"Flying, trample
Pay 2 life: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",13.03,10.07,20.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452819&type=card
7064,Doomed Artisan,Commander 2019 ,Rare,3,['2', 'White'],Creature , Human Artificer , Human Artificer (1,1),"Sculptures you control can't attack or block.
At the beginning of your end step, create a colorless Sculpture artifact creature token with ""This creature's power and toughness are each equal to the number of Sculptures you control.""",53.96,49.48,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470549&type=card
19562,Doomfall,Hour of Devastation ,Uncommon,3,['2', 'Black'],Sorcery,,,,"Choose one —
• Target opponent exiles a creature they control.
• Target opponent reveals their hand. You choose a nonland card from it. Exile that card.",0.25,0.10,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430751&type=card
3566,Doomsday,Classic Sixth Edition ,Rare,3,['Black'," 'Black', 'Black']",Sorcery,,,,"Search your library and graveyard for five cards and exile the rest. Put the chosen cards on top of your library in any order. You lose half your life, rounded up.",0.75,0.75,22.94,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15397&type=card
24160,Doomskar,Kaldheim ,Rare,5,['3'," 'White', 'White']",Sorcery,,,,"Destroy all creatures.
Foretell (During your turn, you may pay and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",0.22,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503613&type=card
24161,Doomskar Oracle,Kaldheim ,Common,3,['2', 'White'],Creature , Human Cleric , Human Cleric (3,2),"Whenever you cast your second spell each turn, you gain 2 life.
Foretell (During your turn, you may pay and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",0.20,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503614&type=card
24162,Doomskar Titan,Kaldheim ,Uncommon,6,['4'," 'Red', 'Red']",Creature , Giant Berserker , Giant Berserker (4,4),"When Doomskar Titan enters the battlefield, creatures you control get +1/+0 and gain haste until end of turn.
Foretell (During your turn, you may pay and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",0.22,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503742&type=card
6004,Door of Destinies,Commander 2017 ,Rare,4,['4'],,Artifact,,,,"As Door of Destinies enters the battlefield, choose a creature type.
Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies.
Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.",17.80,15.44,24.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433140&type=card
16290,Door to Nothingness,Fifth Dawn ,Rare,5,['5'],,Artifact,,,,"Door to Nothingness enters the battlefield tapped.
, , Sacrifice Door to Nothingness: Target player loses the game.",0.24,0.09,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73559&type=card
20956,Doorkeeper,Iconic Masters ,Common,2,['1', 'Blue'],Creature , Homunculus , Homunculus (0,4),"Defender
, : Target player mills X cards, where X is the number of creatures with defender you control.",0.22,0.05,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438619&type=card
3107,Dosan the Falling Leaf,Champions of Kamigawa ,Rare,3,['1'," 'Green', 'Green']",Legendary Creature , Human Monk , Human Monk (2,2),Players can cast spells only during their own turns.,2.68,2.69,44.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=80524&type=card
15486,Double Cleave,Eventide ,Common,2,['1', 'Red or White'],Instant,,,,Target creature gains double strike until end of turn. (It deals both first-strike and regular combat damage.),0.25,0.20,1.01,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153039&type=card
237,Double Negative,Alara Reborn ,Uncommon,3,['Blue'," 'Blue', 'Red']",Instant,,,,Counter up to two target spells.,0.24,0.14,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179544&type=card
10428,Double Vision,Core Set 2021 ,Rare,5,['3'," 'Red', 'Red']",Enchantment,,,,"Whenever you cast your first instant or sorcery spell each turn, copy that spell. You may choose new targets for the copy.",0.25,0.11,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485465&type=card
16291,Doubling Cube,Fifth Dawn ,Rare,2,['2'],,Artifact,,,,", : Double the amount of each type of unspent mana you have.",1.54,1.54,5.22,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=51135&type=card
19170,Douser of Lights,Guilds of Ravnica ,Common,5,['4', 'Black'],Creature , Horror , Horror (4,5),,5.23,5.46,12.06,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452820&type=card
23911,Dovin Baan,Kaladesh ,Mythic,4,['2'," 'White', 'Blue']",Legendary Planeswalker , Dovin , Dovin (3),,"+1: Until your next turn, up to one target creature gets -3/-0 and its activated abilities can't be activated.
−1: You gain 2 life and draw a card.
−7: You get an emblem with ""Your opponents can't untap more than two permanents during their untap steps.""",1.50,1.11,3.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417752&type=card
11822,Down // Dirty (Dirty),Dragon's Maze ,Uncommon,3,['2', 'Green'],Sorcery,,,,"Return target card from your graveyard to your hand.
Fuse (You may cast one or both halves of this card from your hand.)",0.25,0.10,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=369089&type=card
11823,Down // Dirty (Down),Dragon's Maze ,Uncommon,4,['3', 'Black'],Sorcery,,,,"Target player discards two cards.
Fuse (You may cast one or both halves of this card from your hand.)",0.25,0.10,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=369089&type=card
14486,Downhill Charge,Duel Decks: Venser vs. Koth ,Common,3,['2', 'Red'],Instant,,,,"You may sacrifice a Mountain rather than pay this spell's mana cost.
Target creature gets +X/+0 until end of turn, where X is the number of Mountains you control.",0.30,0.26,8.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270854&type=card
22835,Dowsing Dagger,Ixalan ,Rare,2,['2'],,Artifact , Equipment, Equipment,,"When Dowsing Dagger enters the battlefield, target opponent creates two 0/2 green Plant creature tokens with defender.
Equipped creature gets +2/+1.
Whenever equipped creature deals combat damage to a player, you may transform Dowsing Dagger.
Equip",4.44,4.32,9.90,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435392&type=card
17690,Draco,From the Vault: Dragons ,Rare,16,['16'],,Artifact Creature , Dragon , Dragon (9,9),"Domain — This spell costs less to cast for each basic land type among lands you control.
Flying
Domain — At the beginning of your upkeep, sacrifice Draco unless you pay 0. This cost is reduced by for each basic land type among lands you control.",0.82,0.69,3.06,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=178018&type=card
15847,Draconian Cylix,Fallen Empires ,Rare,3,['3'],,Artifact,,,,", , Discard a card at random: Regenerate target creature.",0.40,0.19,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1832&type=card
9379,Draconic Disciple,Core Set 2019 ,Uncommon,3,['1'," 'Red', 'Green']",Creature , Human Shaman , Human Shaman (2,2),": Add one mana of any color.
, , Sacrifice Draconic Disciple: Create a 5/5 red Dragon creature token with flying.",0.40,0.31,1.17,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447351&type=card
917,Drafna's Restoration,Antiquities ,Common,1,['Blue'],,Sorcery,,,,Put any number of target artifact cards from target player's graveyard on top of their library in any order.,4.44,5.27,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1037&type=card
8945,Drag Down,Conflux ,Common,3,['2', 'Black'],Instant,,,,Domain — Target creature gets -1/-1 until end of turn for each basic land type among lands you control.,0.20,0.05,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179239&type=card
15034,Drag Under,Eldritch Moon ,Common,3,['2', 'Blue'],Sorcery,,,,"Return target creature to its owner's hand.
Draw a card.",4.50,4.86,9.97,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414351&type=card
238,Dragon Appeasement,Alara Reborn ,Uncommon,6,['3'," 'Black', 'Red', 'Green']",Enchantment,,,,"Skip your draw step.
Whenever you sacrifice a creature, you may draw a card.",0.28,0.22,0.81,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180616&type=card
1011,Dragon Arch,Apocalypse ,Uncommon,5,['5'],,Artifact,,,,", : You may put a multicolored creature card from your hand onto the battlefield.",0.25,0.09,0.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26734&type=card
13524,Dragon Blood,Duel Decks: Heroes vs. Monsters ,Uncommon,3,['3'],,Artifact,,,,", : Put a +1/+1 counter on target creature.",0.25,0.11,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373362&type=card
239,Dragon Broodmother,Alara Reborn ,Mythic,6,['2'," 'Red', 'Red', 'Red', 'Green']",Creature , Dragon , Dragon (4,4),"Flying
At the beginning of each upkeep, create a 1/1 red and green Dragon creature token with flying and devour 2. (As the token enters the battlefield, you may sacrifice any number of creatures. It enters the battlefield with twice that many +1/+1 counters on it.)",0.25,0.10,0.43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189648&type=card
